eig_cisplatin_opt_freq_m06_1-1,eig_cisplatin_opt_freq_m06_2-1,eig_cisplatin_opt_freq_m06_2-2,eig_cisplatin_opt_freq_m06_3-1,eig_cisplatin_opt_freq_m06_3-2,eig_cisplatin_opt_freq_m06_3-3,eig_cisplatin_opt_freq_m06_4-1,eig_cisplatin_opt_freq_m06_4-2,eig_cisplatin_opt_freq_m06_4-3,eig_cisplatin_opt_freq_m06_4-4,eig_cisplatin_opt_freq_m06_5-1,eig_cisplatin_opt_freq_m06_5-2,eig_cisplatin_opt_freq_m06_5-3,eig_cisplatin_opt_freq_m06_5-4,eig_cisplatin_opt_freq_m06_5-5,eig_cisplatin_opt_freq_m06_6-1,eig_cisplatin_opt_freq_m06_6-2,eig_cisplatin_opt_freq_m06_6-3,eig_cisplatin_opt_freq_m06_6-4,eig_cisplatin_opt_freq_m06_6-5,eig_cisplatin_opt_freq_m06_6-6,eig_cisplatin_opt_freq_m06_7-1,eig_cisplatin_opt_freq_m06_7-2,eig_cisplatin_opt_freq_m06_7-3,eig_cisplatin_opt_freq_m06_7-4,eig_cisplatin_opt_freq_m06_7-5,eig_cisplatin_opt_freq_m06_7-6,eig_cisplatin_opt_freq_m06_7-7,eig_cisplatin_opt_freq_m06_8-1,eig_cisplatin_opt_freq_m06_8-2,eig_cisplatin_opt_freq_m06_8-3,eig_cisplatin_opt_freq_m06_8-4,eig_cisplatin_opt_freq_m06_8-5,eig_cisplatin_opt_freq_m06_8-6,eig_cisplatin_opt_freq_m06_8-7,eig_cisplatin_opt_freq_m06_8-8,eig_cisplatin_opt_freq_m06_9-1,eig_cisplatin_opt_freq_m06_9-2,eig_cisplatin_opt_freq_m06_9-3,eig_cisplatin_opt_freq_m06_9-4,eig_cisplatin_opt_freq_m06_9-5,eig_cisplatin_opt_freq_m06_9-6,eig_cisplatin_opt_freq_m06_9-7,eig_cisplatin_opt_freq_m06_9-8,eig_cisplatin_opt_freq_m06_9-9,eig_cisplatin_opt_freq_m06_10-1,eig_cisplatin_opt_freq_m06_10-2,eig_cisplatin_opt_freq_m06_10-3,eig_cisplatin_opt_freq_m06_10-4,eig_cisplatin_opt_freq_m06_10-5,eig_cisplatin_opt_freq_m06_10-6,eig_cisplatin_opt_freq_m06_10-7,eig_cisplatin_opt_freq_m06_10-8,eig_cisplatin_opt_freq_m06_10-9,eig_cisplatin_opt_freq_m06_10-10,eig_cisplatin_opt_freq_m06_11-1,eig_cisplatin_opt_freq_m06_11-2,eig_cisplatin_opt_freq_m06_11-3,eig_cisplatin_opt_freq_m06_11-4,eig_cisplatin_opt_freq_m06_11-5,eig_cisplatin_opt_freq_m06_11-6,eig_cisplatin_opt_freq_m06_11-7,eig_cisplatin_opt_freq_m06_11-8,eig_cisplatin_opt_freq_m06_11-9,eig_cisplatin_opt_freq_m06_11-10,eig_cisplatin_opt_freq_m06_11-11,eig_cisplatin_opt_freq_m06_12-1,eig_cisplatin_opt_freq_m06_12-2,eig_cisplatin_opt_freq_m06_12-3,eig_cisplatin_opt_freq_m06_12-4,eig_cisplatin_opt_freq_m06_12-5,eig_cisplatin_opt_freq_m06_12-6,eig_cisplatin_opt_freq_m06_12-7,eig_cisplatin_opt_freq_m06_12-8,eig_cisplatin_opt_freq_m06_12-9,eig_cisplatin_opt_freq_m06_12-10,eig_cisplatin_opt_freq_m06_12-11,eig_cisplatin_opt_freq_m06_12-12,eig_cisplatin_opt_freq_m06_13-1,eig_cisplatin_opt_freq_m06_13-2,eig_cisplatin_opt_freq_m06_13-3,eig_cisplatin_opt_freq_m06_13-4,eig_cisplatin_opt_freq_m06_13-5,eig_cisplatin_opt_freq_m06_13-6,eig_cisplatin_opt_freq_m06_13-7,eig_cisplatin_opt_freq_m06_13-8,eig_cisplatin_opt_freq_m06_13-9,eig_cisplatin_opt_freq_m06_13-10,eig_cisplatin_opt_freq_m06_13-11,eig_cisplatin_opt_freq_m06_13-12,eig_cisplatin_opt_freq_m06_13-13,eig_cisplatin_opt_freq_m06_14-1,eig_cisplatin_opt_freq_m06_14-2,eig_cisplatin_opt_freq_m06_14-3,eig_cisplatin_opt_freq_m06_14-4,eig_cisplatin_opt_freq_m06_14-5,eig_cisplatin_opt_freq_m06_14-6,eig_cisplatin_opt_freq_m06_14-7,eig_cisplatin_opt_freq_m06_14-8,eig_cisplatin_opt_freq_m06_14-9,eig_cisplatin_opt_freq_m06_14-10,eig_cisplatin_opt_freq_m06_14-11,eig_cisplatin_opt_freq_m06_14-12,eig_cisplatin_opt_freq_m06_14-13,eig_cisplatin_opt_freq_m06_14-14,eig_cisplatin_opt_freq_m06_15-1,eig_cisplatin_opt_freq_m06_15-2,eig_cisplatin_opt_freq_m06_15-3,eig_cisplatin_opt_freq_m06_15-4,eig_cisplatin_opt_freq_m06_15-5,eig_cisplatin_opt_freq_m06_15-6,eig_cisplatin_opt_freq_m06_15-7,eig_cisplatin_opt_freq_m06_15-8,eig_cisplatin_opt_freq_m06_15-9,eig_cisplatin_opt_freq_m06_15-10,eig_cisplatin_opt_freq_m06_15-11,eig_cisplatin_opt_freq_m06_15-12,eig_cisplatin_opt_freq_m06_15-13,eig_cisplatin_opt_freq_m06_15-14,eig_cisplatin_opt_freq_m06_15-15,eig_cisplatin_opt_freq_m06_16-1,eig_cisplatin_opt_freq_m06_16-2,eig_cisplatin_opt_freq_m06_16-3,eig_cisplatin_opt_freq_m06_16-4,eig_cisplatin_opt_freq_m06_16-5,eig_cisplatin_opt_freq_m06_16-6,eig_cisplatin_opt_freq_m06_16-7,eig_cisplatin_opt_freq_m06_16-8,eig_cisplatin_opt_freq_m06_16-9,eig_cisplatin_opt_freq_m06_16-10,eig_cisplatin_opt_freq_m06_16-11,eig_cisplatin_opt_freq_m06_16-12,eig_cisplatin_opt_freq_m06_16-13,eig_cisplatin_opt_freq_m06_16-14,eig_cisplatin_opt_freq_m06_16-15,eig_cisplatin_opt_freq_m06_16-16,eig_cisplatin_opt_freq_m06_17-1,eig_cisplatin_opt_freq_m06_17-2,eig_cisplatin_opt_freq_m06_17-3,eig_cisplatin_opt_freq_m06_17-4,eig_cisplatin_opt_freq_m06_17-5,eig_cisplatin_opt_freq_m06_17-6,eig_cisplatin_opt_freq_m06_17-7,eig_cisplatin_opt_freq_m06_17-8,eig_cisplatin_opt_freq_m06_17-9,eig_cisplatin_opt_freq_m06_17-10,eig_cisplatin_opt_freq_m06_17-11,eig_cisplatin_opt_freq_m06_17-12,eig_cisplatin_opt_freq_m06_17-13,eig_cisplatin_opt_freq_m06_17-14,eig_cisplatin_opt_freq_m06_17-15,eig_cisplatin_opt_freq_m06_17-16,eig_cisplatin_opt_freq_m06_17-17,eig_cisplatin_opt_freq_m06_18-1,eig_cisplatin_opt_freq_m06_18-2,eig_cisplatin_opt_freq_m06_18-3,eig_cisplatin_opt_freq_m06_18-4,eig_cisplatin_opt_freq_m06_18-5,eig_cisplatin_opt_freq_m06_18-6,eig_cisplatin_opt_freq_m06_18-7,eig_cisplatin_opt_freq_m06_18-8,eig_cisplatin_opt_freq_m06_18-9,eig_cisplatin_opt_freq_m06_18-10,eig_cisplatin_opt_freq_m06_18-11,eig_cisplatin_opt_freq_m06_18-12,eig_cisplatin_opt_freq_m06_18-13,eig_cisplatin_opt_freq_m06_18-14,eig_cisplatin_opt_freq_m06_18-15,eig_cisplatin_opt_freq_m06_18-16,eig_cisplatin_opt_freq_m06_18-17,eig_cisplatin_opt_freq_m06_18-18,eig_cisplatin_opt_freq_m06_19-1,eig_cisplatin_opt_freq_m06_19-2,eig_cisplatin_opt_freq_m06_19-3,eig_cisplatin_opt_freq_m06_19-4,eig_cisplatin_opt_freq_m06_19-5,eig_cisplatin_opt_freq_m06_19-6,eig_cisplatin_opt_freq_m06_19-7,eig_cisplatin_opt_freq_m06_19-8,eig_cisplatin_opt_freq_m06_19-9,eig_cisplatin_opt_freq_m06_19-10,eig_cisplatin_opt_freq_m06_19-11,eig_cisplatin_opt_freq_m06_19-12,eig_cisplatin_opt_freq_m06_19-13,eig_cisplatin_opt_freq_m06_19-14,eig_cisplatin_opt_freq_m06_19-15,eig_cisplatin_opt_freq_m06_19-16,eig_cisplatin_opt_freq_m06_19-17,eig_cisplatin_opt_freq_m06_19-18,eig_cisplatin_opt_freq_m06_19-19,eig_cisplatin_opt_freq_m06_20-1,eig_cisplatin_opt_freq_m06_20-2,eig_cisplatin_opt_freq_m06_20-3,eig_cisplatin_opt_freq_m06_20-4,eig_cisplatin_opt_freq_m06_20-5,eig_cisplatin_opt_freq_m06_20-6,eig_cisplatin_opt_freq_m06_20-7,eig_cisplatin_opt_freq_m06_20-8,eig_cisplatin_opt_freq_m06_20-9,eig_cisplatin_opt_freq_m06_20-10,eig_cisplatin_opt_freq_m06_20-11,eig_cisplatin_opt_freq_m06_20-12,eig_cisplatin_opt_freq_m06_20-13,eig_cisplatin_opt_freq_m06_20-14,eig_cisplatin_opt_freq_m06_20-15,eig_cisplatin_opt_freq_m06_20-16,eig_cisplatin_opt_freq_m06_20-17,eig_cisplatin_opt_freq_m06_20-18,eig_cisplatin_opt_freq_m06_20-19,eig_cisplatin_opt_freq_m06_20-20,eig_cisplatin_opt_freq_m06_21-1,eig_cisplatin_opt_freq_m06_21-2,eig_cisplatin_opt_freq_m06_21-3,eig_cisplatin_opt_freq_m06_21-4,eig_cisplatin_opt_freq_m06_21-5,eig_cisplatin_opt_freq_m06_21-6,eig_cisplatin_opt_freq_m06_21-7,eig_cisplatin_opt_freq_m06_21-8,eig_cisplatin_opt_freq_m06_21-9,eig_cisplatin_opt_freq_m06_21-10,eig_cisplatin_opt_freq_m06_21-11,eig_cisplatin_opt_freq_m06_21-12,eig_cisplatin_opt_freq_m06_21-13,eig_cisplatin_opt_freq_m06_21-14,eig_cisplatin_opt_freq_m06_21-15,eig_cisplatin_opt_freq_m06_21-16,eig_cisplatin_opt_freq_m06_21-17,eig_cisplatin_opt_freq_m06_21-18,eig_cisplatin_opt_freq_m06_21-19,eig_cisplatin_opt_freq_m06_21-20,eig_cisplatin_opt_freq_m06_21-21,eig_cisplatin_opt_freq_m06_22-1,eig_cisplatin_opt_freq_m06_22-2,eig_cisplatin_opt_freq_m06_22-3,eig_cisplatin_opt_freq_m06_22-4,eig_cisplatin_opt_freq_m06_22-5,eig_cisplatin_opt_freq_m06_22-6,eig_cisplatin_opt_freq_m06_22-7,eig_cisplatin_opt_freq_m06_22-8,eig_cisplatin_opt_freq_m06_22-9,eig_cisplatin_opt_freq_m06_22-10,eig_cisplatin_opt_freq_m06_22-11,eig_cisplatin_opt_freq_m06_22-12,eig_cisplatin_opt_freq_m06_22-13,eig_cisplatin_opt_freq_m06_22-14,eig_cisplatin_opt_freq_m06_22-15,eig_cisplatin_opt_freq_m06_22-16,eig_cisplatin_opt_freq_m06_22-17,eig_cisplatin_opt_freq_m06_22-18,eig_cisplatin_opt_freq_m06_22-19,eig_cisplatin_opt_freq_m06_22-20,eig_cisplatin_opt_freq_m06_22-21,eig_cisplatin_opt_freq_m06_22-22,eig_cisplatin_opt_freq_m06_23-1,eig_cisplatin_opt_freq_m06_23-2,eig_cisplatin_opt_freq_m06_23-3,eig_cisplatin_opt_freq_m06_23-4,eig_cisplatin_opt_freq_m06_23-5,eig_cisplatin_opt_freq_m06_23-6,eig_cisplatin_opt_freq_m06_23-7,eig_cisplatin_opt_freq_m06_23-8,eig_cisplatin_opt_freq_m06_23-9,eig_cisplatin_opt_freq_m06_23-10,eig_cisplatin_opt_freq_m06_23-11,eig_cisplatin_opt_freq_m06_23-12,eig_cisplatin_opt_freq_m06_23-13,eig_cisplatin_opt_freq_m06_23-14,eig_cisplatin_opt_freq_m06_23-15,eig_cisplatin_opt_freq_m06_23-16,eig_cisplatin_opt_freq_m06_23-17,eig_cisplatin_opt_freq_m06_23-18,eig_cisplatin_opt_freq_m06_23-19,eig_cisplatin_opt_freq_m06_23-20,eig_cisplatin_opt_freq_m06_23-21,eig_cisplatin_opt_freq_m06_23-22,eig_cisplatin_opt_freq_m06_23-23,eig_cisplatin_opt_freq_m06_24-1,eig_cisplatin_opt_freq_m06_24-2,eig_cisplatin_opt_freq_m06_24-3,eig_cisplatin_opt_freq_m06_24-4,eig_cisplatin_opt_freq_m06_24-5,eig_cisplatin_opt_freq_m06_24-6,eig_cisplatin_opt_freq_m06_24-7,eig_cisplatin_opt_freq_m06_24-8,eig_cisplatin_opt_freq_m06_24-9,eig_cisplatin_opt_freq_m06_24-10,eig_cisplatin_opt_freq_m06_24-11,eig_cisplatin_opt_freq_m06_24-12,eig_cisplatin_opt_freq_m06_24-13,eig_cisplatin_opt_freq_m06_24-14,eig_cisplatin_opt_freq_m06_24-15,eig_cisplatin_opt_freq_m06_24-16,eig_cisplatin_opt_freq_m06_24-17,eig_cisplatin_opt_freq_m06_24-18,eig_cisplatin_opt_freq_m06_24-19,eig_cisplatin_opt_freq_m06_24-20,eig_cisplatin_opt_freq_m06_24-21,eig_cisplatin_opt_freq_m06_24-22,eig_cisplatin_opt_freq_m06_24-23,eig_cisplatin_opt_freq_m06_24-24,eig_cisplatin_opt_freq_m06_25-1,eig_cisplatin_opt_freq_m06_25-2,eig_cisplatin_opt_freq_m06_25-3,eig_cisplatin_opt_freq_m06_25-4,eig_cisplatin_opt_freq_m06_25-5,eig_cisplatin_opt_freq_m06_25-6,eig_cisplatin_opt_freq_m06_25-7,eig_cisplatin_opt_freq_m06_25-8,eig_cisplatin_opt_freq_m06_25-9,eig_cisplatin_opt_freq_m06_25-10,eig_cisplatin_opt_freq_m06_25-11,eig_cisplatin_opt_freq_m06_25-12,eig_cisplatin_opt_freq_m06_25-13,eig_cisplatin_opt_freq_m06_25-14,eig_cisplatin_opt_freq_m06_25-15,eig_cisplatin_opt_freq_m06_25-16,eig_cisplatin_opt_freq_m06_25-17,eig_cisplatin_opt_freq_m06_25-18,eig_cisplatin_opt_freq_m06_25-19,eig_cisplatin_opt_freq_m06_25-20,eig_cisplatin_opt_freq_m06_25-21,eig_cisplatin_opt_freq_m06_25-22,eig_cisplatin_opt_freq_m06_25-23,eig_cisplatin_opt_freq_m06_25-24,eig_cisplatin_opt_freq_m06_25-25,eig_cisplatin_opt_freq_m06_26-1,eig_cisplatin_opt_freq_m06_26-2,eig_cisplatin_opt_freq_m06_26-3,eig_cisplatin_opt_freq_m06_26-4,eig_cisplatin_opt_freq_m06_26-5,eig_cisplatin_opt_freq_m06_26-6,eig_cisplatin_opt_freq_m06_26-7,eig_cisplatin_opt_freq_m06_26-8,eig_cisplatin_opt_freq_m06_26-9,eig_cisplatin_opt_freq_m06_26-10,eig_cisplatin_opt_freq_m06_26-11,eig_cisplatin_opt_freq_m06_26-12,eig_cisplatin_opt_freq_m06_26-13,eig_cisplatin_opt_freq_m06_26-14,eig_cisplatin_opt_freq_m06_26-15,eig_cisplatin_opt_freq_m06_26-16,eig_cisplatin_opt_freq_m06_26-17,eig_cisplatin_opt_freq_m06_26-18,eig_cisplatin_opt_freq_m06_26-19,eig_cisplatin_opt_freq_m06_26-20,eig_cisplatin_opt_freq_m06_26-21,eig_cisplatin_opt_freq_m06_26-22,eig_cisplatin_opt_freq_m06_26-23,eig_cisplatin_opt_freq_m06_26-24,eig_cisplatin_opt_freq_m06_26-25,eig_cisplatin_opt_freq_m06_26-26,eig_cisplatin_opt_freq_m06_27-1,eig_cisplatin_opt_freq_m06_27-2,eig_cisplatin_opt_freq_m06_27-3,eig_cisplatin_opt_freq_m06_27-4,eig_cisplatin_opt_freq_m06_27-5,eig_cisplatin_opt_freq_m06_27-6,eig_cisplatin_opt_freq_m06_27-7,eig_cisplatin_opt_freq_m06_27-8,eig_cisplatin_opt_freq_m06_27-9,eig_cisplatin_opt_freq_m06_27-10,eig_cisplatin_opt_freq_m06_27-11,eig_cisplatin_opt_freq_m06_27-12,eig_cisplatin_opt_freq_m06_27-13,eig_cisplatin_opt_freq_m06_27-14,eig_cisplatin_opt_freq_m06_27-15,eig_cisplatin_opt_freq_m06_27-16,eig_cisplatin_opt_freq_m06_27-17,eig_cisplatin_opt_freq_m06_27-18,eig_cisplatin_opt_freq_m06_27-19,eig_cisplatin_opt_freq_m06_27-20,eig_cisplatin_opt_freq_m06_27-21,eig_cisplatin_opt_freq_m06_27-22,eig_cisplatin_opt_freq_m06_27-23,eig_cisplatin_opt_freq_m06_27-24,eig_cisplatin_opt_freq_m06_27-25,eig_cisplatin_opt_freq_m06_27-26,eig_cisplatin_opt_freq_m06_27-27
0.0,0.05,0.1,0.05,0.05,0.1,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1
3.005662455603489,0.0,3.9943429629188008,0.0,0.0,5.583864651410619,0.0,0.0,0.0,8.065570226856005,0.0,0.0,0.0,0.0,8.578432222189447,0.0,0.0,0.0,0.0,0.0,17.393385052826257,0.0,0.0,0.0,0.0,0.0,0.0,18.33948330346385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6461168239692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.527631327725096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.36719541187361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.38154962430094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.04714094737508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.34236985660536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.79422560110777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.6138641228273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.4997331199683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.7175946769846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.9620441855983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.7417388332728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.9044651937447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.2783985033926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4220.7220662060745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4222.1140752759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4546.222923530988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4548.248412225221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680.847687177063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4682.599063863115
